test_id,failure_date,module,device,os_version,severity,error_type,resolved
T0620,2025-11-13,UPI,iPhone 14,iOS 17,HIGH,AssertionError,1
T0363,2025-03-14,Authorization,Pixel 8,Android 15,CRITICAL,TimeoutError,1
T0875,2025-06-08,OTP,Pixel 8,Android 15,MEDIUM,NetworkError,0
T0386,2025-12-14,OTP,iPhone 12,iOS 17,HIGH,NetworkError,0
T0790,2025-10-16,Authentication,iPhone 15,iOS 18,MEDIUM,NetworkError,0
T0704,2025-11-11,AccountSecurity,iPhone 15,iOS 18,CRITICAL,NetworkError,0
T0053,2025-07-18,OTP,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0208,2025-10-10,Authorization,Samsung S24,Android 15,CRITICAL,TimeoutError,0
T0332,2025-08-05,FraudDetection,Samsung S24,Android 15,CRITICAL,AssertionError,1
T0955,2025-05-14,Transaction,Pixel 7,Android 14,MEDIUM,ValueError,1
T0749,2025-12-25,UPI,iPhone 15,iOS 18,CRITICAL,TimeoutError,1
T0240,2025-02-24,UPI,Samsung S24,Android 15,MEDIUM,AssertionError,0
T0732,2025-12-16,Authentication,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0048,2025-05-07,Transaction,Samsung A54,Android 14,HIGH,TimeoutError,1
T0017,2025-09-10,Transaction,iPhone 14,iOS 17,CRITICAL,NullPointerException,1
T0345,2025-09-05,AccountSecurity,Samsung A34,Android 13,HIGH,TimeoutError,1
T0501,2025-06-23,OTP,Pixel 8,Android 15,CRITICAL,TimeoutError,1
T0154,2025-05-03,Authentication,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0058,2025-04-07,FraudDetection,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0529,2025-12-20,Authentication,Pixel 7,Android 14,CRITICAL,AuthError,1
T0849,2025-05-25,FraudDetection,iPhone 15,iOS 18,HIGH,AuthError,0
T0392,2025-12-31,AccountSecurity,Samsung S24,Android 15,MEDIUM,AuthError,1
T0046,2025-03-23,OTP,Samsung A54,Android 14,HIGH,NullPointerException,1
T0555,2025-08-08,FraudDetection,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0477,2025-02-05,AccountSecurity,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0981,2025-01-14,UPI,iPhone 12,iOS 17,MEDIUM,NullPointerException,0
T0055,2025-04-18,FraudDetection,iPhone 15,iOS 18,HIGH,AuthError,0
T0989,2025-04-18,Transaction,Pixel 8,Android 15,HIGH,TimeoutError,1
T0771,2025-02-02,FraudDetection,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0917,2025-11-12,Transaction,Pixel 8,Android 15,CRITICAL,NetworkError,0
T0301,2025-03-19,Authorization,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0951,2025-03-16,FraudDetection,Samsung S24,Android 15,MEDIUM,ValueError,0
T0776,2025-05-20,OTP,Samsung A34,Android 13,HIGH,NullPointerException,1
T0587,2025-01-01,FraudDetection,Pixel 8,Android 15,HIGH,ValueError,0
T0350,2025-09-25,FraudDetection,iPhone 12,iOS 17,MEDIUM,NullPointerException,1
T0821,2025-02-11,UPI,iPhone 14,iOS 17,CRITICAL,ValueError,1
T0516,2025-01-22,Payment,Samsung S24,Android 15,HIGH,NullPointerException,1
T0098,2025-05-22,FraudDetection,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0369,2025-12-02,Authorization,iPhone 15,iOS 18,CRITICAL,TimeoutError,0
T0278,2025-03-04,Payment,Samsung S24,Android 15,CRITICAL,NullPointerException,0
T0585,2025-08-13,Authorization,iPhone 14,iOS 17,HIGH,ValueError,0
T0025,2025-03-19,Payment,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0103,2025-06-26,FraudDetection,Samsung A34,Android 13,HIGH,NetworkError,0
T0593,2025-02-05,Payment,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0704,2025-07-13,AccountSecurity,iPhone 15,iOS 18,HIGH,TimeoutError,1
T0056,2025-06-05,Transaction,Samsung A34,Android 13,MEDIUM,AssertionError,0
T0838,2025-03-02,AccountSecurity,Samsung A54,Android 14,HIGH,TimeoutError,0
T0857,2025-02-22,Authentication,Samsung S24,Android 15,HIGH,ValueError,0
T0386,2025-04-10,OTP,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0277,2025-10-10,UPI,Pixel 7,Android 14,HIGH,AssertionError,0
T0306,2025-03-19,Authentication,Pixel 8,Android 15,HIGH,AuthError,0
T0672,2025-12-10,Transaction,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0920,2025-10-10,UPI,Pixel 8,Android 15,CRITICAL,ValueError,0
T0364,2025-01-28,UPI,Pixel 8,Android 15,HIGH,TimeoutError,1
T0580,2025-12-07,OTP,iPhone 12,iOS 17,HIGH,AuthError,0
T0857,2025-05-18,Authentication,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0196,2025-06-06,Payment,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0973,2025-11-26,Transaction,iPhone 15,iOS 18,CRITICAL,NetworkError,1
T0061,2025-10-27,FraudDetection,Samsung A54,Android 14,CRITICAL,ValueError,1
T0969,2025-03-15,OTP,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0920,2025-08-27,UPI,Pixel 8,Android 15,CRITICAL,AssertionError,1
T0926,2025-05-02,FraudDetection,Samsung A54,Android 14,MEDIUM,ValueError,0
T0977,2025-06-22,Transaction,iPhone 14,iOS 17,CRITICAL,TimeoutError,0
T0454,2025-08-01,AccountSecurity,iPhone 12,iOS 17,CRITICAL,NullPointerException,0
T0429,2025-04-14,OTP,Samsung S24,Android 15,HIGH,ValueError,1
T0603,2025-11-23,Authorization,Samsung A54,Android 14,CRITICAL,AuthError,1
T0336,2025-11-26,Authentication,Samsung A54,Android 14,CRITICAL,AuthError,1
T0367,2025-02-06,Authorization,Samsung S24,Android 15,HIGH,ValueError,1
T0240,2025-01-23,UPI,Samsung S24,Android 15,MEDIUM,NetworkError,0
T0580,2025-12-01,OTP,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0743,2025-09-04,FraudDetection,iPhone 12,iOS 17,HIGH,AuthError,1
T0463,2025-04-02,AccountSecurity,iPhone 14,iOS 17,MEDIUM,AssertionError,1
T0741,2025-04-13,AccountSecurity,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0867,2025-04-20,Authorization,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0991,2025-08-03,AccountSecurity,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0447,2025-11-02,Authorization,Samsung A34,Android 13,CRITICAL,NullPointerException,0
T0709,2025-02-20,Transaction,iPhone 12,iOS 17,HIGH,NullPointerException,1
T0804,2025-11-02,AccountSecurity,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0948,2025-12-11,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,1
T0854,2025-06-30,UPI,iPhone 12,iOS 17,MEDIUM,NetworkError,1
T0310,2025-07-23,FraudDetection,Samsung S24,Android 15,HIGH,AssertionError,1
T0709,2025-01-09,Transaction,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0050,2025-10-28,Authentication,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0025,2025-04-02,Payment,Samsung S24,Android 15,HIGH,TimeoutError,0
T0085,2025-06-06,OTP,Pixel 8,Android 15,CRITICAL,TimeoutError,1
T0620,2025-01-14,UPI,iPhone 14,iOS 17,MEDIUM,TimeoutError,1
T0103,2025-12-09,FraudDetection,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0148,2025-02-15,Payment,iPhone 14,iOS 17,HIGH,ValueError,1
T0541,2025-10-14,Authentication,iPhone 14,iOS 17,MEDIUM,NetworkError,0
T0918,2025-10-08,Authorization,Samsung A54,Android 14,CRITICAL,AuthError,0
T0397,2025-10-23,Authorization,iPhone 12,iOS 17,CRITICAL,NullPointerException,1
T0464,2025-08-05,OTP,Samsung S24,Android 15,HIGH,TimeoutError,0
T0397,2025-06-20,Authorization,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0923,2025-01-12,Authorization,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0712,2025-07-19,Authentication,Samsung A54,Android 14,CRITICAL,NetworkError,0
T0918,2025-10-07,Authorization,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0245,2025-02-13,AccountSecurity,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0298,2025-12-30,Transaction,Pixel 7,Android 14,CRITICAL,ValueError,0
T0162,2025-03-17,Transaction,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0470,2025-03-03,Authorization,Pixel 7,Android 14,HIGH,AssertionError,1
T0644,2025-01-08,FraudDetection,Pixel 8,Android 15,CRITICAL,AssertionError,0
T0562,2025-09-04,UPI,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0169,2025-09-03,Authentication,Samsung A54,Android 14,MEDIUM,AuthError,0
T0921,2025-12-12,Authorization,Samsung S24,Android 15,HIGH,AuthError,0
T0907,2025-12-09,Transaction,Pixel 8,Android 15,HIGH,AuthError,0
T0854,2025-09-23,UPI,iPhone 12,iOS 17,MEDIUM,ValueError,0
T0888,2025-08-22,AccountSecurity,iPhone 14,iOS 17,HIGH,AssertionError,1
T0515,2025-09-18,FraudDetection,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0681,2025-04-16,UPI,iPhone 15,iOS 18,CRITICAL,NetworkError,1
T0057,2025-12-11,Authentication,Pixel 7,Android 14,HIGH,AuthError,0
T0786,2025-08-18,AccountSecurity,Samsung A34,Android 13,HIGH,TimeoutError,0
T0272,2025-11-01,Transaction,Samsung S24,Android 15,MEDIUM,ValueError,1
T0351,2025-08-03,UPI,iPhone 12,iOS 17,HIGH,ValueError,0
T0319,2025-03-05,Payment,iPhone 14,iOS 17,HIGH,NetworkError,0
T0402,2025-12-30,Authentication,Samsung S24,Android 15,HIGH,TimeoutError,0
T0238,2025-11-10,FraudDetection,iPhone 14,iOS 17,HIGH,AuthError,1
T0037,2025-10-26,Authentication,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0188,2025-05-17,OTP,iPhone 15,iOS 18,MEDIUM,NullPointerException,0
T0880,2025-09-21,Authorization,Samsung A34,Android 13,HIGH,AuthError,0
T0238,2025-12-06,FraudDetection,iPhone 14,iOS 17,HIGH,NetworkError,0
T0066,2025-04-28,Payment,Samsung A54,Android 14,MEDIUM,TimeoutError,1
T0363,2025-02-24,Authorization,Pixel 8,Android 15,MEDIUM,ValueError,1
T0612,2025-03-05,OTP,Pixel 7,Android 14,MEDIUM,ValueError,0
T0528,2025-08-27,Transaction,Pixel 7,Android 14,HIGH,NullPointerException,1
T0733,2025-09-10,UPI,iPhone 15,iOS 18,MEDIUM,AssertionError,0
T0686,2025-09-12,FraudDetection,Pixel 8,Android 15,MEDIUM,AuthError,0
T0135,2025-08-03,Authentication,Samsung S24,Android 15,CRITICAL,NullPointerException,0
T0115,2025-02-14,Payment,Samsung A54,Android 14,CRITICAL,TimeoutError,0
T0516,2025-07-18,Payment,Samsung S24,Android 15,MEDIUM,AuthError,1
T0258,2025-08-01,OTP,iPhone 14,iOS 17,MEDIUM,AssertionError,1
T0553,2025-10-30,Payment,Samsung S24,Android 15,CRITICAL,ValueError,0
T0726,2025-08-12,UPI,iPhone 14,iOS 17,HIGH,AssertionError,1
T0225,2025-12-10,FraudDetection,Pixel 7,Android 14,MEDIUM,AuthError,0
T0262,2025-02-06,OTP,Pixel 8,Android 15,HIGH,TimeoutError,0
T0603,2025-12-11,Authorization,Samsung A54,Android 14,CRITICAL,NetworkError,0
T0170,2025-08-10,FraudDetection,Pixel 8,Android 15,CRITICAL,AuthError,1
T0916,2025-03-23,OTP,iPhone 12,iOS 17,HIGH,TimeoutError,1
T0057,2025-01-24,Authentication,Pixel 7,Android 14,HIGH,NetworkError,0
T0781,2025-07-11,OTP,Pixel 8,Android 15,CRITICAL,ValueError,0
T0485,2025-12-01,FraudDetection,Samsung S24,Android 15,HIGH,ValueError,0
T0412,2025-06-09,AccountSecurity,iPhone 12,iOS 17,MEDIUM,TimeoutError,0
T0341,2025-02-11,FraudDetection,Samsung A34,Android 13,CRITICAL,AssertionError,0
T0528,2025-02-18,Transaction,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0232,2025-09-21,Transaction,iPhone 15,iOS 18,CRITICAL,AuthError,0
T0567,2025-12-06,UPI,iPhone 15,iOS 18,CRITICAL,AuthError,1
T0827,2025-07-07,OTP,Pixel 8,Android 15,MEDIUM,ValueError,1
T0801,2025-11-29,Transaction,Pixel 8,Android 15,CRITICAL,NullPointerException,1
T0995,2025-07-17,AccountSecurity,iPhone 14,iOS 17,MEDIUM,NullPointerException,0
T0469,2025-11-12,Transaction,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0784,2025-04-07,OTP,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0610,2025-07-06,Authorization,Samsung A34,Android 13,MEDIUM,ValueError,1
T0931,2025-09-28,AccountSecurity,Samsung A54,Android 14,HIGH,NullPointerException,0
T0135,2025-02-03,Authentication,Samsung S24,Android 15,MEDIUM,TimeoutError,1
T0183,2025-03-27,Authorization,Samsung A34,Android 13,HIGH,TimeoutError,0
T0071,2025-11-14,Authorization,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0371,2025-10-03,UPI,Pixel 7,Android 14,MEDIUM,ValueError,0
T0031,2026-01-01,OTP,Samsung A54,Android 14,HIGH,NetworkError,0
T0034,2025-05-09,FraudDetection,Samsung S24,Android 15,MEDIUM,AuthError,1
T0945,2025-09-02,Authentication,Pixel 7,Android 14,HIGH,AssertionError,0
T0883,2025-08-09,Authorization,Samsung A54,Android 14,MEDIUM,AssertionError,0
T0951,2025-02-16,FraudDetection,Samsung S24,Android 15,CRITICAL,NetworkError,0
T0874,2025-05-19,Transaction,Samsung A34,Android 13,CRITICAL,NetworkError,0
T0089,2025-05-14,Payment,iPhone 12,iOS 17,HIGH,AuthError,0
T0463,2025-06-17,AccountSecurity,iPhone 14,iOS 17,HIGH,AuthError,1
T0773,2025-08-02,OTP,Pixel 8,Android 15,MEDIUM,ValueError,1
T0679,2025-01-24,Authentication,Pixel 8,Android 15,HIGH,AssertionError,0
T0884,2025-02-08,Payment,iPhone 14,iOS 17,CRITICAL,AuthError,0
T0334,2025-10-14,Transaction,Samsung A34,Android 13,CRITICAL,NetworkError,1
T0284,2025-02-16,Payment,iPhone 14,iOS 17,HIGH,AuthError,1
T0517,2025-05-13,UPI,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0585,2025-10-19,Authorization,iPhone 14,iOS 17,CRITICAL,ValueError,0
T0761,2025-07-18,Authentication,Samsung A54,Android 14,MEDIUM,AssertionError,0
T0274,2025-03-11,AccountSecurity,iPhone 15,iOS 18,MEDIUM,TimeoutError,0
T0474,2025-02-16,Authentication,Pixel 7,Android 14,HIGH,TimeoutError,0
T0504,2025-10-19,AccountSecurity,iPhone 15,iOS 18,CRITICAL,TimeoutError,0
T0217,2025-02-20,Authorization,Pixel 7,Android 14,HIGH,ValueError,1
T0224,2025-12-06,Authentication,Samsung A34,Android 13,HIGH,NetworkError,1
T0895,2025-12-18,FraudDetection,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0244,2025-01-01,FraudDetection,Samsung A54,Android 14,MEDIUM,NetworkError,1
T0257,2025-08-08,UPI,iPhone 14,iOS 17,MEDIUM,ValueError,0
T0037,2025-11-15,Authentication,Pixel 7,Android 14,HIGH,AuthError,0
T0037,2025-10-11,Authentication,Pixel 7,Android 14,MEDIUM,AuthError,1
T0494,2025-02-26,OTP,Samsung A34,Android 13,HIGH,NullPointerException,1
T0120,2025-02-09,UPI,Pixel 8,Android 15,HIGH,NullPointerException,1
T0877,2025-11-12,AccountSecurity,Samsung A34,Android 13,MEDIUM,AuthError,1
T0505,2025-01-07,Payment,Samsung A54,Android 14,HIGH,ValueError,1
T0296,2025-02-21,Authorization,iPhone 12,iOS 17,CRITICAL,AuthError,1
T0131,2025-11-18,Authentication,iPhone 14,iOS 17,MEDIUM,TimeoutError,0
T0567,2025-03-09,UPI,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0238,2025-08-22,FraudDetection,iPhone 14,iOS 17,MEDIUM,NetworkError,1
T0665,2025-03-15,FraudDetection,iPhone 12,iOS 17,MEDIUM,AuthError,1
T0697,2025-04-28,UPI,Pixel 7,Android 14,HIGH,AuthError,0
T0772,2025-02-17,Authorization,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0990,2025-07-24,Authentication,Pixel 7,Android 14,CRITICAL,NullPointerException,0
T0898,2025-03-09,OTP,iPhone 12,iOS 17,CRITICAL,AssertionError,0
T0954,2025-04-05,UPI,Samsung S24,Android 15,HIGH,AuthError,1
T0763,2025-12-25,FraudDetection,iPhone 14,iOS 17,MEDIUM,TimeoutError,1
T0298,2025-08-10,Transaction,Pixel 7,Android 14,HIGH,AssertionError,1
T0945,2025-10-17,Authentication,Pixel 7,Android 14,CRITICAL,NullPointerException,1
T0742,2025-10-24,FraudDetection,Pixel 7,Android 14,CRITICAL,NetworkError,0
T0548,2025-10-26,UPI,Samsung A34,Android 13,MEDIUM,ValueError,0
T0219,2025-10-17,Authorization,iPhone 15,iOS 18,HIGH,AuthError,1
T0310,2025-07-22,FraudDetection,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0536,2025-12-14,FraudDetection,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0821,2025-06-14,UPI,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0741,2025-06-04,AccountSecurity,iPhone 15,iOS 18,MEDIUM,NullPointerException,1
T0793,2025-03-25,OTP,Pixel 8,Android 15,CRITICAL,NetworkError,1
T0163,2025-09-14,UPI,iPhone 15,iOS 18,MEDIUM,ValueError,1
T0879,2025-11-29,Payment,iPhone 14,iOS 17,CRITICAL,AssertionError,1
T0331,2025-09-25,OTP,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0262,2025-02-04,OTP,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0608,2025-09-18,Authorization,Samsung A54,Android 14,HIGH,NetworkError,0
T0504,2025-10-03,AccountSecurity,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0840,2025-11-23,Transaction,Samsung S24,Android 15,HIGH,AuthError,0
T0611,2025-01-26,Transaction,Pixel 7,Android 14,HIGH,AuthError,0
T0332,2025-11-02,FraudDetection,Samsung S24,Android 15,CRITICAL,AssertionError,0
T0659,2025-07-16,Payment,iPhone 15,iOS 18,CRITICAL,AssertionError,1
T0892,2025-05-15,Payment,Samsung A34,Android 13,HIGH,ValueError,0
T0252,2025-09-04,Authorization,Pixel 7,Android 14,CRITICAL,AssertionError,0
T0052,2025-11-19,OTP,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0990,2025-04-21,Authentication,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0780,2025-07-07,Authentication,Samsung S24,Android 15,CRITICAL,AuthError,0
T0947,2025-12-16,Payment,iPhone 15,iOS 18,HIGH,ValueError,0
T0691,2025-10-10,Payment,Pixel 8,Android 15,MEDIUM,NetworkError,1
T0002,2025-03-28,AccountSecurity,iPhone 15,iOS 18,MEDIUM,NetworkError,1
T0593,2025-07-01,Payment,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0329,2025-05-23,OTP,iPhone 15,iOS 18,CRITICAL,NetworkError,0
T0849,2025-02-02,FraudDetection,iPhone 15,iOS 18,HIGH,AssertionError,1
T0501,2025-09-11,OTP,Pixel 8,Android 15,MEDIUM,ValueError,1
T0716,2025-06-19,Authentication,iPhone 14,iOS 17,CRITICAL,TimeoutError,1
T0983,2025-12-04,Authorization,Pixel 7,Android 14,CRITICAL,TimeoutError,1
T0681,2025-10-31,UPI,iPhone 15,iOS 18,HIGH,NetworkError,1
T0350,2025-10-21,FraudDetection,iPhone 12,iOS 17,HIGH,AuthError,1
T0922,2025-07-16,Authentication,Samsung S24,Android 15,MEDIUM,AuthError,1
T0605,2025-03-22,Payment,Samsung A54,Android 14,HIGH,NetworkError,1
T0638,2025-09-01,Transaction,Samsung A34,Android 13,CRITICAL,AuthError,0
T0991,2025-07-13,AccountSecurity,Pixel 7,Android 14,MEDIUM,NullPointerException,0
T0969,2025-07-19,OTP,Samsung A54,Android 14,HIGH,AuthError,0
T0665,2025-09-08,FraudDetection,iPhone 12,iOS 17,HIGH,NetworkError,0
T0682,2025-03-17,OTP,Samsung A54,Android 14,MEDIUM,AssertionError,0
T0865,2025-05-02,Transaction,Samsung S24,Android 15,CRITICAL,TimeoutError,1
T0571,2025-01-09,FraudDetection,Pixel 7,Android 14,CRITICAL,AuthError,1
T0104,2025-12-21,FraudDetection,iPhone 12,iOS 17,HIGH,AuthError,0
T0884,2025-06-17,Payment,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0267,2025-10-20,Transaction,Pixel 7,Android 14,MEDIUM,TimeoutError,0
T0553,2025-03-26,Payment,Samsung S24,Android 15,MEDIUM,ValueError,1
T0179,2025-04-10,AccountSecurity,Pixel 7,Android 14,MEDIUM,TimeoutError,1
T0647,2025-02-08,Payment,Samsung A34,Android 13,CRITICAL,AssertionError,0
T0031,2025-10-30,OTP,Samsung A54,Android 14,CRITICAL,AssertionError,1
T0623,2025-11-14,OTP,Samsung A54,Android 14,HIGH,ValueError,1
T0363,2025-07-12,Authorization,Pixel 8,Android 15,MEDIUM,ValueError,0
T0638,2025-01-21,Transaction,Samsung A34,Android 13,CRITICAL,NullPointerException,0
T0840,2025-01-21,Transaction,Samsung S24,Android 15,HIGH,NullPointerException,0
T0793,2025-02-24,OTP,Pixel 8,Android 15,CRITICAL,AuthError,1
T0826,2025-02-28,FraudDetection,Samsung A54,Android 14,HIGH,NetworkError,1
T0049,2025-03-09,Payment,iPhone 15,iOS 18,HIGH,AuthError,1
T0352,2025-11-19,OTP,Pixel 7,Android 14,CRITICAL,AssertionError,1
T0243,2025-11-09,Authentication,iPhone 15,iOS 18,MEDIUM,TimeoutError,1
T0761,2025-05-21,Authentication,Samsung A54,Android 14,MEDIUM,NetworkError,0
T0331,2025-11-18,OTP,Samsung A54,Android 14,HIGH,NullPointerException,0
T0468,2025-10-26,AccountSecurity,Samsung A54,Android 14,MEDIUM,ValueError,0
T0019,2025-01-10,AccountSecurity,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0254,2025-08-07,Authorization,Samsung S24,Android 15,MEDIUM,NetworkError,1
T0120,2025-01-21,UPI,Pixel 8,Android 15,HIGH,AssertionError,1
T0646,2025-11-17,Transaction,Samsung S24,Android 15,MEDIUM,NullPointerException,1
T0647,2025-06-25,Payment,Samsung A34,Android 13,HIGH,AuthError,1
T0450,2025-01-14,FraudDetection,iPhone 15,iOS 18,CRITICAL,AssertionError,0
T0217,2025-12-31,Authorization,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0329,2025-04-14,OTP,iPhone 15,iOS 18,CRITICAL,ValueError,0
T0375,2025-08-22,AccountSecurity,Pixel 7,Android 14,MEDIUM,NullPointerException,1
T0295,2025-04-28,Transaction,Samsung S24,Android 15,HIGH,NullPointerException,0
T0372,2025-09-16,FraudDetection,Pixel 7,Android 14,CRITICAL,AuthError,0
T0793,2025-11-30,OTP,Pixel 8,Android 15,MEDIUM,TimeoutError,0
T0215,2025-09-18,UPI,Pixel 8,Android 15,MEDIUM,AuthError,0
T0923,2025-10-26,Authorization,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0926,2025-12-01,FraudDetection,Samsung A54,Android 14,CRITICAL,NullPointerException,0
T0039,2025-07-08,Transaction,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0060,2025-10-15,Payment,iPhone 15,iOS 18,CRITICAL,NetworkError,0
T0733,2025-02-23,UPI,iPhone 15,iOS 18,MEDIUM,AuthError,0
T0538,2025-07-22,FraudDetection,Pixel 7,Android 14,HIGH,NetworkError,1
T0054,2025-07-15,Authentication,iPhone 15,iOS 18,CRITICAL,AuthError,0
T0528,2025-02-16,Transaction,Pixel 7,Android 14,HIGH,NullPointerException,1
T0209,2025-10-07,OTP,Pixel 8,Android 15,CRITICAL,NetworkError,0
T0843,2025-12-08,Authentication,iPhone 12,iOS 17,CRITICAL,ValueError,0
T0211,2025-12-25,FraudDetection,iPhone 14,iOS 17,CRITICAL,NullPointerException,1
T0156,2025-06-15,OTP,Pixel 7,Android 14,HIGH,NullPointerException,1
T0487,2025-03-13,Authorization,iPhone 12,iOS 17,CRITICAL,ValueError,1
T0763,2025-01-16,FraudDetection,iPhone 14,iOS 17,CRITICAL,NetworkError,0
T0447,2025-06-15,Authorization,Samsung A34,Android 13,MEDIUM,NullPointerException,1
T0461,2025-05-15,Authentication,iPhone 12,iOS 17,HIGH,ValueError,0
T0542,2025-10-14,FraudDetection,Samsung A54,Android 14,HIGH,TimeoutError,1
T0589,2025-03-11,Transaction,Pixel 7,Android 14,HIGH,AssertionError,0
T0744,2025-12-22,UPI,Samsung S24,Android 15,HIGH,AssertionError,1
T0991,2025-08-23,AccountSecurity,Pixel 7,Android 14,MEDIUM,AssertionError,1
T0463,2025-06-22,AccountSecurity,iPhone 14,iOS 17,MEDIUM,AuthError,0
T0350,2025-07-16,FraudDetection,iPhone 12,iOS 17,CRITICAL,AuthError,0
T0072,2025-06-03,Authorization,Samsung A54,Android 14,CRITICAL,ValueError,0
T0605,2025-11-14,Payment,Samsung A54,Android 14,CRITICAL,AssertionError,0
T0882,2025-02-21,Transaction,iPhone 15,iOS 18,MEDIUM,ValueError,0
T0739,2025-06-14,FraudDetection,iPhone 14,iOS 17,CRITICAL,AuthError,1
T0285,2025-12-20,Transaction,iPhone 15,iOS 18,HIGH,NetworkError,1
T0906,2025-04-10,OTP,iPhone 14,iOS 17,HIGH,ValueError,0
T0131,2025-02-25,Authentication,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0344,2025-04-16,Payment,Pixel 8,Android 15,MEDIUM,TimeoutError,1
T0077,2025-05-20,UPI,Pixel 7,Android 14,HIGH,NullPointerException,1
T0453,2025-06-02,Authorization,Samsung A34,Android 13,MEDIUM,AuthError,0
T0725,2025-10-12,AccountSecurity,Samsung S24,Android 15,MEDIUM,NullPointerException,0
T0158,2025-07-31,Transaction,iPhone 14,iOS 17,MEDIUM,AssertionError,0
T0890,2025-06-17,FraudDetection,iPhone 14,iOS 17,CRITICAL,ValueError,0
T0726,2025-06-08,UPI,iPhone 14,iOS 17,HIGH,NullPointerException,0
T0821,2025-08-20,UPI,iPhone 14,iOS 17,MEDIUM,AuthError,1
T0828,2025-07-26,Authorization,Samsung A34,Android 13,MEDIUM,TimeoutError,1
T0542,2025-03-24,FraudDetection,Samsung A54,Android 14,MEDIUM,NullPointerException,1
T0299,2025-05-18,UPI,Pixel 8,Android 15,MEDIUM,AssertionError,1
T0096,2025-07-16,Transaction,iPhone 14,iOS 17,MEDIUM,TimeoutError,0
T0488,2025-02-09,FraudDetection,iPhone 14,iOS 17,CRITICAL,ValueError,0
T0351,2025-02-13,UPI,iPhone 12,iOS 17,CRITICAL,TimeoutError,0
T0120,2025-05-18,UPI,Pixel 8,Android 15,MEDIUM,NullPointerException,0
T0591,2025-05-28,Transaction,Samsung A34,Android 13,HIGH,ValueError,0
T0072,2025-10-05,Authorization,Samsung A54,Android 14,CRITICAL,NullPointerException,1
T0037,2025-07-14,Authentication,Pixel 7,Android 14,CRITICAL,NetworkError,1
T0420,2025-10-31,AccountSecurity,Pixel 7,Android 14,HIGH,NetworkError,1
T0531,2025-11-22,OTP,iPhone 12,iOS 17,MEDIUM,NetworkError,0
T0897,2025-02-11,Authentication,iPhone 15,iOS 18,CRITICAL,AuthError,0
